id_anon,cluster,perfil
10055014903,3,Alimentação Estabelecida com Alto Ultraprocessado
10055016506,0,Alimentação Láctea Mista
10055026403,3,Alimentação Estabelecida com Alto Ultraprocessado
10055035003,0,Alimentação Láctea Mista
10055035004,0,Alimentação Láctea Mista
10055040403,1,Alimentação Estabelecida Pobre em FV
10055041605,3,Alimentação Estabelecida com Alto Ultraprocessado
10055044405,0,Alimentação Láctea Mista
10055044406,2,Alimentação Láctea com Mamadeira
10055050902,0,Alimentação Láctea Mista
10055051704,1,Alimentação Estabelecida Pobre em FV
10055053704,7,Alimentação Láctea Mista
10055053705,0,Alimentação Láctea Mista
11273004105,0,Alimentação Láctea Mista
11273011103,3,Alimentação Estabelecida com Alto Ultraprocessado
11273021105,5,Alimentação Láctea Mista
11273021505,0,Alimentação Láctea Mista
11273025404,0,Alimentação Láctea Mista
11273026602,3,Alimentação Estabelecida com Alto Ultraprocessado
11273029003,0,Alimentação Láctea Mista
11273030203,2,Alimentação Láctea com Mamadeira
11273033205,3,Alimentação Estabelecida com Alto Ultraprocessado
11273036303,0,Alimentação Láctea Mista
11273036304,0,Alimentação Láctea Mista
10908005903,3,Alimentação Estabelecida com Alto Ultraprocessado
10908006203,6,Alimentação Estabelecida Pobre em FV
10908006704,6,Alimentação Estabelecida Pobre em FV
10908007703,3,Alimentação Estabelecida com Alto Ultraprocessado
10908009503,1,Alimentação Estabelecida Pobre em FV
10908011703,1,Alimentação Estabelecida Pobre em FV
10908011803,7,Alimentação Láctea Mista
10908011804,4,Aleitamento Materno Exclusivo
10908018703,9,Alimentação Estabelecida Pobre em FV
10908020403,3,Alimentação Estabelecida com Alto Ultraprocessado
10908022503,7,Alimentação Láctea Mista
10060001805,4,Aleitamento Materno Exclusivo
10060002403,3,Alimentação Estabelecida com Alto Ultraprocessado
10060002404,3,Alimentação Estabelecida com Alto Ultraprocessado
10060005003,6,Alimentação Estabelecida Pobre em FV
10060005103,2,Alimentação Láctea com Mamadeira
10060005104,7,Alimentação Láctea Mista
10060007203,9,Alimentação Estabelecida Pobre em FV
10060007204,4,Aleitamento Materno Exclusivo
10060017702,0,Alimentação Láctea Mista
10060033103,8,Alimentação Estabelecida com Alto Ultraprocessado
10060035603,6,Alimentação Estabelecida Pobre em FV
10060035904,7,Alimentação Láctea Mista
10060035905,4,Aleitamento Materno Exclusivo
10060036403,3,Alimentação Estabelecida com Alto Ultraprocessado
10268012102,2,Alimentação Láctea com Mamadeira
10268012802,4,Aleitamento Materno Exclusivo
10268017502,0,Alimentação Láctea Mista
10268022202,2,Alimentação Láctea com Mamadeira
10268022203,4,Aleitamento Materno Exclusivo
10268030702,3,Alimentação Estabelecida com Alto Ultraprocessado
10268030703,3,Alimentação Estabelecida com Alto Ultraprocessado
10268041602,3,Alimentação Estabelecida com Alto Ultraprocessado
10268042503,0,Alimentação Láctea Mista
10268043506,4,Aleitamento Materno Exclusivo
10268043602,4,Aleitamento Materno Exclusivo
10268044403,3,Alimentação Estabelecida com Alto Ultraprocessado
10268044406,9,Alimentação Estabelecida Pobre em FV
10299005404,3,Alimentação Estabelecida com Alto Ultraprocessado
10299009407,9,Alimentação Estabelecida Pobre em FV
10299013403,1,Alimentação Estabelecida Pobre em FV
10299014206,0,Alimentação Láctea Mista
10299014903,3,Alimentação Estabelecida com Alto Ultraprocessado
10299014904,0,Alimentação Láctea Mista
10299016104,1,Alimentação Estabelecida Pobre em FV
10299023402,3,Alimentação Estabelecida com Alto Ultraprocessado
10299026502,7,Alimentação Láctea Mista
10299026903,9,Alimentação Estabelecida Pobre em FV
10299027805,1,Alimentação Estabelecida Pobre em FV
11240020403,2,Alimentação Láctea com Mamadeira
11240020404,9,Alimentação Estabelecida Pobre em FV
11240028904,3,Alimentação Estabelecida com Alto Ultraprocessado
11240029704,0,Alimentação Láctea Mista
11240033204,3,Alimentação Estabelecida com Alto Ultraprocessado
11240034805,3,Alimentação Estabelecida com Alto Ultraprocessado
11240039602,0,Alimentação Láctea Mista
11240039603,0,Alimentação Láctea Mista
11240039702,8,Alimentação Estabelecida com Alto Ultraprocessado
11240040002,9,Alimentação Estabelecida Pobre em FV
11240040103,3,Alimentação Estabelecida com Alto Ultraprocessado
11240044403,4,Aleitamento Materno Exclusivo
10763010202,3,Alimentação Estabelecida com Alto Ultraprocessado
10763011902,2,Alimentação Láctea com Mamadeira
10763011903,0,Alimentação Láctea Mista
10763014602,3,Alimentação Estabelecida com Alto Ultraprocessado
10763026702,0,Alimentação Láctea Mista
10763026703,4,Aleitamento Materno Exclusivo
10763034102,6,Alimentação Estabelecida Pobre em FV
10763045103,3,Alimentação Estabelecida com Alto Ultraprocessado
10763046203,1,Alimentação Estabelecida Pobre em FV
10763056602,0,Alimentação Láctea Mista
10763060402,7,Alimentação Láctea Mista
10763060802,7,Alimentação Láctea Mista
10282001203,4,Aleitamento Materno Exclusivo
10282018302,4,Aleitamento Materno Exclusivo
10282018402,0,Alimentação Láctea Mista
10282019304,1,Alimentação Estabelecida Pobre em FV
10282028905,3,Alimentação Estabelecida com Alto Ultraprocessado
10282028906,0,Alimentação Láctea Mista
10282040903,1,Alimentação Estabelecida Pobre em FV
10282042102,1,Alimentação Estabelecida Pobre em FV
10282047808,1,Alimentação Estabelecida Pobre em FV
10282053602,7,Alimentação Láctea Mista
10282055104,1,Alimentação Estabelecida Pobre em FV
11219002206,5,Alimentação Láctea Mista
11219007104,0,Alimentação Láctea Mista
11219007107,4,Aleitamento Materno Exclusivo
11219009603,5,Alimentação Láctea Mista
11219031104,0,Alimentação Láctea Mista
11219031105,2,Alimentação Láctea com Mamadeira
11219034504,8,Alimentação Estabelecida com Alto Ultraprocessado
11219034505,8,Alimentação Estabelecida com Alto Ultraprocessado
11219035804,1,Alimentação Estabelecida Pobre em FV
11219040003,2,Alimentação Láctea com Mamadeira
11219040103,4,Aleitamento Materno Exclusivo
11219042503,1,Alimentação Estabelecida Pobre em FV
11219045103,1,Alimentação Estabelecida Pobre em FV
10740006404,9,Alimentação Estabelecida Pobre em FV
10740006406,5,Alimentação Láctea Mista
10740017303,1,Alimentação Estabelecida Pobre em FV
10740017304,9,Alimentação Estabelecida Pobre em FV
10740024504,8,Alimentação Estabelecida com Alto Ultraprocessado
10740024505,4,Aleitamento Materno Exclusivo
10740026404,5,Alimentação Láctea Mista
10740044403,4,Aleitamento Materno Exclusivo
10740050304,6,Alimentação Estabelecida Pobre em FV
10740056304,8,Alimentação Estabelecida com Alto Ultraprocessado
10740057603,1,Alimentação Estabelecida Pobre em FV
10740059903,3,Alimentação Estabelecida com Alto Ultraprocessado
10740059904,3,Alimentação Estabelecida com Alto Ultraprocessado
10740061607,1,Alimentação Estabelecida Pobre em FV
10543000102,9,Alimentação Estabelecida Pobre em FV
10543001203,9,Alimentação Estabelecida Pobre em FV
10543002005,4,Aleitamento Materno Exclusivo
10543003103,8,Alimentação Estabelecida com Alto Ultraprocessado
10543003204,5,Alimentação Láctea Mista
10543007302,5,Alimentação Láctea Mista
10543008703,7,Alimentação Láctea Mista
10543010803,7,Alimentação Láctea Mista
10543011705,2,Alimentação Láctea com Mamadeira
10543012202,4,Aleitamento Materno Exclusivo
10853001104,3,Alimentação Estabelecida com Alto Ultraprocessado
10853001304,0,Alimentação Láctea Mista
10853004904,5,Alimentação Láctea Mista
10853006405,9,Alimentação Estabelecida Pobre em FV
10853006502,9,Alimentação Estabelecida Pobre em FV
10853008304,0,Alimentação Láctea Mista
10853011805,9,Alimentação Estabelecida Pobre em FV
10853012408,6,Alimentação Estabelecida Pobre em FV
10853014803,4,Aleitamento Materno Exclusivo
10853014903,8,Alimentação Estabelecida com Alto Ultraprocessado
11317001303,9,Alimentação Estabelecida Pobre em FV
11317001404,0,Alimentação Láctea Mista
11317002705,8,Alimentação Estabelecida com Alto Ultraprocessado
11317002706,8,Alimentação Estabelecida com Alto Ultraprocessado
11317004207,2,Alimentação Láctea com Mamadeira
11317010602,7,Alimentação Láctea Mista
11317012304,1,Alimentação Estabelecida Pobre em FV
11317012305,5,Alimentação Láctea Mista
11317013003,4,Aleitamento Materno Exclusivo
11317013704,9,Alimentação Estabelecida Pobre em FV
11317013903,8,Alimentação Estabelecida com Alto Ultraprocessado
11317018404,9,Alimentação Estabelecida Pobre em FV
10002000105,5,Alimentação Láctea Mista
10002000203,5,Alimentação Láctea Mista
10002009102,7,Alimentação Láctea Mista
10002013303,9,Alimentação Estabelecida Pobre em FV
10002014404,7,Alimentação Láctea Mista
10002015403,9,Alimentação Estabelecida Pobre em FV
10002015404,7,Alimentação Láctea Mista
10002015502,7,Alimentação Láctea Mista
10002020405,9,Alimentação Estabelecida Pobre em FV
10002022304,5,Alimentação Láctea Mista
10002023302,3,Alimentação Estabelecida com Alto Ultraprocessado
11072001205,1,Alimentação Estabelecida Pobre em FV
11072003704,9,Alimentação Estabelecida Pobre em FV
11072003803,7,Alimentação Láctea Mista
11072005804,9,Alimentação Estabelecida Pobre em FV
11072005905,7,Alimentação Láctea Mista
11072007205,7,Alimentação Láctea Mista
11072008204,9,Alimentação Estabelecida Pobre em FV
11072009902,6,Alimentação Estabelecida Pobre em FV
11072013803,6,Alimentação Estabelecida Pobre em FV
11072015007,9,Alimentação Estabelecida Pobre em FV
11072015008,5,Alimentação Láctea Mista
10725010604,4,Aleitamento Materno Exclusivo
10725013104,8,Alimentação Estabelecida com Alto Ultraprocessado
10725016205,4,Aleitamento Materno Exclusivo
10725020904,1,Alimentação Estabelecida Pobre em FV
10725022405,1,Alimentação Estabelecida Pobre em FV
10725030206,8,Alimentação Estabelecida com Alto Ultraprocessado
10725032703,8,Alimentação Estabelecida com Alto Ultraprocessado
10725035103,3,Alimentação Estabelecida com Alto Ultraprocessado
10725035104,4,Aleitamento Materno Exclusivo
10725037403,5,Alimentação Láctea Mista
10725038404,3,Alimentação Estabelecida com Alto Ultraprocessado
10459007603,5,Alimentação Láctea Mista
10459010606,9,Alimentação Estabelecida Pobre em FV
10459011304,0,Alimentação Láctea Mista
10459012305,9,Alimentação Estabelecida Pobre em FV
10459012404,6,Alimentação Estabelecida Pobre em FV
10459014302,9,Alimentação Estabelecida Pobre em FV
10459016304,9,Alimentação Estabelecida Pobre em FV
10459017707,4,Aleitamento Materno Exclusivo
10459024603,9,Alimentação Estabelecida Pobre em FV
10459026102,8,Alimentação Estabelecida com Alto Ultraprocessado
10226004004,9,Alimentação Estabelecida Pobre em FV
10226047504,9,Alimentação Estabelecida Pobre em FV
10226048503,7,Alimentação Láctea Mista
10226050505,3,Alimentação Estabelecida com Alto Ultraprocessado
10226057803,3,Alimentação Estabelecida com Alto Ultraprocessado
10226066402,3,Alimentação Estabelecida com Alto Ultraprocessado
10226067304,8,Alimentação Estabelecida com Alto Ultraprocessado
10226070904,9,Alimentação Estabelecida Pobre em FV
10226070905,9,Alimentação Estabelecida Pobre em FV
10226075203,0,Alimentação Láctea Mista
10226075204,0,Alimentação Láctea Mista
10226076003,9,Alimentação Estabelecida Pobre em FV
10226076006,4,Aleitamento Materno Exclusivo
11016006505,0,Alimentação Láctea Mista
11016015503,2,Alimentação Láctea com Mamadeira
11016017104,1,Alimentação Estabelecida Pobre em FV
11016026304,0,Alimentação Láctea Mista
11016026903,8,Alimentação Estabelecida com Alto Ultraprocessado
11016026904,8,Alimentação Estabelecida com Alto Ultraprocessado
11016030604,8,Alimentação Estabelecida com Alto Ultraprocessado
11016043805,5,Alimentação Láctea Mista
11016045103,5,Alimentação Láctea Mista
11016045104,5,Alimentação Láctea Mista
11016055904,0,Alimentação Láctea Mista
11016056303,0,Alimentação Láctea Mista
11381000104,0,Alimentação Láctea Mista
11381000203,9,Alimentação Estabelecida Pobre em FV
11381000204,2,Alimentação Láctea com Mamadeira
11381000806,6,Alimentação Estabelecida Pobre em FV
11381002204,6,Alimentação Estabelecida Pobre em FV
11381003102,9,Alimentação Estabelecida Pobre em FV
11381004703,6,Alimentação Estabelecida Pobre em FV
11381006402,9,Alimentação Estabelecida Pobre em FV
11381013002,9,Alimentação Estabelecida Pobre em FV
11381015603,1,Alimentação Estabelecida Pobre em FV
11381020103,0,Alimentação Láctea Mista
11041001106,4,Aleitamento Materno Exclusivo
11041001503,7,Alimentação Láctea Mista
11041001703,0,Alimentação Láctea Mista
11041009403,7,Alimentação Láctea Mista
11041011602,9,Alimentação Estabelecida Pobre em FV
11041013305,5,Alimentação Láctea Mista
11041015203,0,Alimentação Láctea Mista
11041015807,0,Alimentação Láctea Mista
11041018102,9,Alimentação Estabelecida Pobre em FV
11041019703,9,Alimentação Estabelecida Pobre em FV
11224010205,7,Alimentação Láctea Mista
11224015202,0,Alimentação Láctea Mista
11224024505,7,Alimentação Láctea Mista
11224024804,3,Alimentação Estabelecida com Alto Ultraprocessado
11224025803,5,Alimentação Láctea Mista
11224032004,2,Alimentação Láctea com Mamadeira
11224032303,3,Alimentação Estabelecida com Alto Ultraprocessado
11224032304,0,Alimentação Láctea Mista
11224034403,5,Alimentação Láctea Mista
11224035803,4,Aleitamento Materno Exclusivo
11224037503,3,Alimentação Estabelecida com Alto Ultraprocessado
10396001704,5,Alimentação Láctea Mista
10396006304,8,Alimentação Estabelecida com Alto Ultraprocessado
10396006602,7,Alimentação Láctea Mista
10396009706,5,Alimentação Láctea Mista
10396009709,9,Alimentação Estabelecida Pobre em FV
10396010603,1,Alimentação Estabelecida Pobre em FV
10396011304,8,Alimentação Estabelecida com Alto Ultraprocessado
10396013602,0,Alimentação Láctea Mista
10396014104,7,Alimentação Láctea Mista
10396021204,4,Aleitamento Materno Exclusivo
10396023704,3,Alimentação Estabelecida com Alto Ultraprocessado
11079005005,3,Alimentação Estabelecida com Alto Ultraprocessado
11079010603,1,Alimentação Estabelecida Pobre em FV
11079010604,1,Alimentação Estabelecida Pobre em FV
11079011303,6,Alimentação Estabelecida Pobre em FV
11079013805,5,Alimentação Láctea Mista
11079013904,3,Alimentação Estabelecida com Alto Ultraprocessado
11079014903,8,Alimentação Estabelecida com Alto Ultraprocessado
11079018303,8,Alimentação Estabelecida com Alto Ultraprocessado
11079023802,0,Alimentação Láctea Mista
11079023803,0,Alimentação Láctea Mista
11079029003,4,Aleitamento Materno Exclusivo
11079031504,3,Alimentação Estabelecida com Alto Ultraprocessado
10474015505,9,Alimentação Estabelecida Pobre em FV
10474039903,2,Alimentação Láctea com Mamadeira
10474042204,9,Alimentação Estabelecida Pobre em FV
10474045903,5,Alimentação Láctea Mista
10474048003,8,Alimentação Estabelecida com Alto Ultraprocessado
10474054903,9,Alimentação Estabelecida Pobre em FV
10474056106,6,Alimentação Estabelecida Pobre em FV
10474056107,9,Alimentação Estabelecida Pobre em FV
10474056206,9,Alimentação Estabelecida Pobre em FV
10474065503,6,Alimentação Estabelecida Pobre em FV
10474072006,9,Alimentação Estabelecida Pobre em FV
10012003604,5,Alimentação Láctea Mista
10012003803,4,Aleitamento Materno Exclusivo
10012004503,0,Alimentação Láctea Mista
10012007807,8,Alimentação Estabelecida com Alto Ultraprocessado
10012012503,8,Alimentação Estabelecida com Alto Ultraprocessado
10012019204,1,Alimentação Estabelecida Pobre em FV
10012027702,7,Alimentação Láctea Mista
10012031704,7,Alimentação Láctea Mista
10012033506,7,Alimentação Láctea Mista
10012033508,3,Alimentação Estabelecida com Alto Ultraprocessado
10012034707,5,Alimentação Láctea Mista
10056003303,5,Alimentação Láctea Mista
10056005702,1,Alimentação Estabelecida Pobre em FV
10056007505,2,Alimentação Láctea com Mamadeira
10056011103,7,Alimentação Láctea Mista
10056013303,5,Alimentação Láctea Mista
10056020903,9,Alimentação Estabelecida Pobre em FV
10056020904,9,Alimentação Estabelecida Pobre em FV
10056022107,6,Alimentação Estabelecida Pobre em FV
10056022108,6,Alimentação Estabelecida Pobre em FV
10056022109,6,Alimentação Estabelecida Pobre em FV
10056022204,7,Alimentação Láctea Mista
10056027005,2,Alimentação Láctea com Mamadeira
10056028704,5,Alimentação Láctea Mista
10706004503,9,Alimentação Estabelecida Pobre em FV
10706005209,0,Alimentação Láctea Mista
10706005402,9,Alimentação Estabelecida Pobre em FV
10706006204,9,Alimentação Estabelecida Pobre em FV
10706007702,0,Alimentação Láctea Mista
10706009402,9,Alimentação Estabelecida Pobre em FV
10706010104,9,Alimentação Estabelecida Pobre em FV
10706011104,9,Alimentação Estabelecida Pobre em FV
10706013205,9,Alimentação Estabelecida Pobre em FV
10706018502,9,Alimentação Estabelecida Pobre em FV
10706018503,2,Alimentação Láctea com Mamadeira
10213004405,4,Aleitamento Materno Exclusivo
10213008905,2,Alimentação Láctea com Mamadeira
10213009904,5,Alimentação Láctea Mista
10213012003,9,Alimentação Estabelecida Pobre em FV
10213012004,9,Alimentação Estabelecida Pobre em FV
10213018003,9,Alimentação Estabelecida Pobre em FV
10213021602,9,Alimentação Estabelecida Pobre em FV
10213029104,1,Alimentação Estabelecida Pobre em FV
10213030304,2,Alimentação Láctea com Mamadeira
10213039002,3,Alimentação Estabelecida com Alto Ultraprocessado
10213047003,0,Alimentação Láctea Mista
11243024306,9,Alimentação Estabelecida Pobre em FV
11243026703,8,Alimentação Estabelecida com Alto Ultraprocessado
11243026704,4,Aleitamento Materno Exclusivo
11243027404,1,Alimentação Estabelecida Pobre em FV
11243037303,5,Alimentação Láctea Mista
11243055603,5,Alimentação Láctea Mista
11243066404,0,Alimentação Láctea Mista
11243070103,8,Alimentação Estabelecida com Alto Ultraprocessado
11243071603,9,Alimentação Estabelecida Pobre em FV
11243079203,2,Alimentação Láctea com Mamadeira
11243085004,7,Alimentação Láctea Mista
10031000505,5,Alimentação Láctea Mista
10031000506,8,Alimentação Estabelecida com Alto Ultraprocessado
10031009002,8,Alimentação Estabelecida com Alto Ultraprocessado
10031039403,8,Alimentação Estabelecida com Alto Ultraprocessado
10031044503,1,Alimentação Estabelecida Pobre em FV
10031044603,8,Alimentação Estabelecida com Alto Ultraprocessado
10031044604,4,Aleitamento Materno Exclusivo
10031048604,6,Alimentação Estabelecida Pobre em FV
10031065704,6,Alimentação Estabelecida Pobre em FV
10031067804,8,Alimentação Estabelecida com Alto Ultraprocessado
10031081404,0,Alimentação Láctea Mista
10031082405,5,Alimentação Láctea Mista
10883006103,7,Alimentação Láctea Mista
10883011804,5,Alimentação Láctea Mista
10883013604,5,Alimentação Láctea Mista
10883023204,5,Alimentação Láctea Mista
10883023303,5,Alimentação Láctea Mista
10883026604,2,Alimentação Láctea com Mamadeira
10883026805,5,Alimentação Láctea Mista
10883027603,6,Alimentação Estabelecida Pobre em FV
10883037807,1,Alimentação Estabelecida Pobre em FV
10883041503,4,Aleitamento Materno Exclusivo
10883041504,3,Alimentação Estabelecida com Alto Ultraprocessado
10278005403,7,Alimentação Láctea Mista
10278008105,6,Alimentação Estabelecida Pobre em FV
10278013903,6,Alimentação Estabelecida Pobre em FV
10278014104,5,Alimentação Láctea Mista
10278014402,3,Alimentação Estabelecida com Alto Ultraprocessado
10278016202,6,Alimentação Estabelecida Pobre em FV
10278017703,2,Alimentação Láctea com Mamadeira
10278018603,2,Alimentação Láctea com Mamadeira
10278019502,6,Alimentação Estabelecida Pobre em FV
10278021603,5,Alimentação Láctea Mista
10882002504,9,Alimentação Estabelecida Pobre em FV
10882002506,9,Alimentação Estabelecida Pobre em FV
10882011506,9,Alimentação Estabelecida Pobre em FV
10882016703,0,Alimentação Láctea Mista
10882037403,5,Alimentação Láctea Mista
10882037504,5,Alimentação Láctea Mista
10882038504,5,Alimentação Láctea Mista
10882039504,8,Alimentação Estabelecida com Alto Ultraprocessado
10882040103,5,Alimentação Láctea Mista
10882041802,5,Alimentação Láctea Mista
10882043005,9,Alimentação Estabelecida Pobre em FV
10882043006,4,Aleitamento Materno Exclusivo
11141001002,8,Alimentação Estabelecida com Alto Ultraprocessado
11141029604,7,Alimentação Láctea Mista
11141040203,7,Alimentação Láctea Mista
11141040204,2,Alimentação Láctea com Mamadeira
11141041402,0,Alimentação Láctea Mista
11141044107,0,Alimentação Láctea Mista
11141044204,5,Alimentação Láctea Mista
11141047106,9,Alimentação Estabelecida Pobre em FV
11141047204,1,Alimentação Estabelecida Pobre em FV
11141048103,3,Alimentação Estabelecida com Alto Ultraprocessado
11141048105,8,Alimentação Estabelecida com Alto Ultraprocessado
11141049104,9,Alimentação Estabelecida Pobre em FV
11290003104,8,Alimentação Estabelecida com Alto Ultraprocessado
11290006802,9,Alimentação Estabelecida Pobre em FV
11290025002,1,Alimentação Estabelecida Pobre em FV
11290025503,1,Alimentação Estabelecida Pobre em FV
11290025504,1,Alimentação Estabelecida Pobre em FV
11290027602,6,Alimentação Estabelecida Pobre em FV
11290027704,6,Alimentação Estabelecida Pobre em FV
11290034305,4,Aleitamento Materno Exclusivo
11290038105,1,Alimentação Estabelecida Pobre em FV
11290040904,1,Alimentação Estabelecida Pobre em FV
11290047804,5,Alimentação Láctea Mista
10672001004,8,Alimentação Estabelecida com Alto Ultraprocessado
10672003602,9,Alimentação Estabelecida Pobre em FV
10672003702,9,Alimentação Estabelecida Pobre em FV
10672003703,8,Alimentação Estabelecida com Alto Ultraprocessado
10672004704,5,Alimentação Láctea Mista
10672007803,8,Alimentação Estabelecida com Alto Ultraprocessado
10672007904,2,Alimentação Láctea com Mamadeira
10672013904,5,Alimentação Láctea Mista
10672025103,2,Alimentação Láctea com Mamadeira
10672032002,1,Alimentação Estabelecida Pobre em FV
10672032102,8,Alimentação Estabelecida com Alto Ultraprocessado
11173002004,6,Alimentação Estabelecida Pobre em FV
11173011705,9,Alimentação Estabelecida Pobre em FV
11173013803,9,Alimentação Estabelecida Pobre em FV
11173013804,1,Alimentação Estabelecida Pobre em FV
11173018102,3,Alimentação Estabelecida com Alto Ultraprocessado
11173028504,8,Alimentação Estabelecida com Alto Ultraprocessado
11173031804,9,Alimentação Estabelecida Pobre em FV
11173041604,8,Alimentação Estabelecida com Alto Ultraprocessado
11173043806,5,Alimentação Láctea Mista
11173048104,8,Alimentação Estabelecida com Alto Ultraprocessado
11173048105,8,Alimentação Estabelecida com Alto Ultraprocessado
11173050403,8,Alimentação Estabelecida com Alto Ultraprocessado
10506000104,4,Aleitamento Materno Exclusivo
10506000203,0,Alimentação Láctea Mista
10506009604,5,Alimentação Láctea Mista
10506012804,1,Alimentação Estabelecida Pobre em FV
10506029803,1,Alimentação Estabelecida Pobre em FV
10506031403,2,Alimentação Láctea com Mamadeira
10506032604,1,Alimentação Estabelecida Pobre em FV
10506033503,5,Alimentação Láctea Mista
10506033504,5,Alimentação Láctea Mista
10506035602,6,Alimentação Estabelecida Pobre em FV
10506036404,7,Alimentação Láctea Mista
10130007002,5,Alimentação Láctea Mista
10130007203,5,Alimentação Láctea Mista
10130007503,2,Alimentação Láctea com Mamadeira
10130008605,2,Alimentação Láctea com Mamadeira
10130019502,8,Alimentação Estabelecida com Alto Ultraprocessado
10130019603,0,Alimentação Láctea Mista
10130019702,8,Alimentação Estabelecida com Alto Ultraprocessado
10130021803,8,Alimentação Estabelecida com Alto Ultraprocessado
10130025204,7,Alimentação Láctea Mista
10130026704,5,Alimentação Láctea Mista
10045013304,6,Alimentação Estabelecida Pobre em FV
10045034203,0,Alimentação Láctea Mista
10045037405,9,Alimentação Estabelecida Pobre em FV
10045038504,3,Alimentação Estabelecida com Alto Ultraprocessado
10045041303,8,Alimentação Estabelecida com Alto Ultraprocessado
10045042404,7,Alimentação Láctea Mista
10045045503,2,Alimentação Láctea com Mamadeira
10045052104,7,Alimentação Láctea Mista
10045057204,4,Aleitamento Materno Exclusivo
10045058603,9,Alimentação Estabelecida Pobre em FV
10815025704,3,Alimentação Estabelecida com Alto Ultraprocessado
10815028004,1,Alimentação Estabelecida Pobre em FV
10815036203,2,Alimentação Láctea com Mamadeira
10815038204,9,Alimentação Estabelecida Pobre em FV
10815038205,4,Aleitamento Materno Exclusivo
10815064803,8,Alimentação Estabelecida com Alto Ultraprocessado
10815069704,2,Alimentação Láctea com Mamadeira
10815070503,2,Alimentação Láctea com Mamadeira
10815073904,8,Alimentação Estabelecida com Alto Ultraprocessado
10815073905,1,Alimentação Estabelecida Pobre em FV
10815090405,1,Alimentação Estabelecida Pobre em FV
10815094703,2,Alimentação Láctea com Mamadeira
10817001203,6,Alimentação Estabelecida Pobre em FV
